files,sents,target
电子政务 智能化 报表系统 设计 实现,研制 智能化 自动化 财务报表 系统 迫在眉睫 现有 经营 环境 下 选择 最佳 财务管理 模式 使用 最优 财务 管理系统 推进 财务 信息化 强化 电子政务 开展 一个 值得 研究 探讨 问题,0
电子政务 智能化 报表系统 设计 实现,电子政务 智能化 报表系统 较好 解决目前 面临 突出 矛盾 极大 提高工作效率 服务质量 信息化建设 持续 深入 奠定 基础,0
电子政务 智能化 报表系统 设计 实现,针对 财务管理 需要 现有 财务管理 软件 存在 不足 论文 结合 单位 实际 特点 设计 实现 电子政务 智能化 报表系统 重点 研究 分布式 财务 办公 软件系统 主要 功能 包括 财务报表 动态 计算 台 帐 自动生成 财务 办公自动化 三个 方面 能够较好地 解决 财政局 母公司 子公司 三级 单位 之间 财务 办公 信息化 管理 交流 监控 工作,1
电子政务 网站安全 威胁情报 技术研究 应用,网络技术 高速 蓬勃发展 传统 政务 办公 网络 电子 信息化 各类 网络攻击 威胁 呈现出 持续性 多样化 扩大化 趋势 针对 我国 关键 基础设施 政务 网站 攻击 事件 频发,0
电子政务 网站安全 威胁情报 技术研究 应用,防火墙 入侵检测 防病毒 系统 内部 作用 传统 被动 检测 防御 模式 应对 日新月异 攻击 技术 方法 时 显得 越来越 捉襟见肘,0
电子政务 网站安全 威胁情报 技术研究 应用,威胁情报 技术 改变 被动 检测 为主 传统 防护 模式 威胁 信息 主动 采集 共享 相应 数据分析 评测 提前 发现 系统 潜在 安全 威胁,0
电子政务 网站安全 威胁情报 技术研究 应用,指标体系 现有 安全 指标体系 研究 基础 上 全面 考虑 分析 电子政务 网站 系统 面临 威胁 属性 安全 威胁 来源 关注 角度 不同 电子政务 网站安全 威胁 分为 实时 安全 历史 安全 网站 环境 攻击 风险 四个 维度 维度 下 细分 不同 子 指标 指标 定义 清晰明确 便于 采集 分析 量化,0
电子政务 网站安全 威胁情报 技术研究 应用,评估 模型 采用 由下 至上 先 局部 后 整体 层次化 评估 策略 本文 构建 网站安全 威胁 指标体系 采用 定量 定性 相结合 因素 决策 方法 法 结合 模糊 综合评价 方法 量化 计算 层 威胁 指数 适合 评估 分析 具有 层次结构 因素 系统,0
电子政务 网站安全 威胁情报 技术研究 应用,本文 研究成果 网站 安全评估 分析 具有 很大 意义 具有 广阔 应用场景,0
电子政务 网站安全 威胁情报 技术研究 应用,本文 电子政务 系统 外部 网络安全 威胁 监测 需求 出发 基于 安全 威胁情报 技术 政务 网站安全 威胁分析 技术 进行 研究 具体 工作 如下 （ 1 ） 建立 电子政务 网站安全 威胁 指标体系 （ 2 ） 提出 一种 基于 模糊 层次化 网站安全 威胁 评估 模型 （ 3 ） 设计 实现 电子政务 网站 威胁情报 监测 原型 系统 给出 系统 架构 工作流程 利用 本文 构建 安全 威胁 指标体系 威胁 评估 模型 网站 进行 安全 威胁 评估 实现 包括 威胁情报 采集模块 威胁分析 模块 界面 展示 模块 电子政务 网站 威胁情报 监测 原型 系统 开展 系列 实验 分析,1
电子政务 网站安全 威胁情报 技术研究 应用,实验 分析表明 本文 构建 安全 威胁 指标体系 能够 全面 反映 网站 存在 安全 威胁 ； 提出 网站安全 威胁 评估 模型 能够 有效 网站 存在 安全 威胁 进行 评估 量化 计算 实际 测试 情况 基本 相符 具有 合理性 ； 设计 实现 电子政务 网站安全 威胁 监测 系统 能够 全面 完整 网站安全 状况 进行 评估 实现 直观 展示,1
电子 文件柜 综合 管理系统 设计 实现,二十一 世纪 一个 信息化 时代 信息化 发展 信息量 日渐 增加,0
电子 文件柜 综合 管理系统 设计 实现,管理 利用 信息 成为 生活 工作 主要 内容,0
电子 文件柜 综合 管理系统 设计 实现,进一步 推动 电子化 办公 发展 日常 工作 中的 工作资料 渐渐 原先 纸质材料 慢慢 地向 多媒体 介质 信息 转变,0
电子 文件柜 综合 管理系统 设计 实现,这种 转变 迎面而来 需要 解决 问题 正确 有效 多媒体信息 文件 进行 管理 利用,0
电子 文件柜 综合 管理系统 设计 实现,系统 主要 核心内容 文件管理 由此 衍生 出 文件 内容 发布 文件 信息 共享 自动化 办公 数据 三个 附属 功能模块,0
电子 文件柜 综合 管理系统 设计 实现,三个 模块 之间 电子化 文档 基带 实现 电子 文件 保管 公众 信息发布 信息采集 信息化 办公 四个 工作组 之间 有效 互动,0
电子 文件柜 综合 管理系统 设计 实现,综合 统计 数据采集 为基础 管理 开发利用 基础性 信息资源 配套工程 建设 电子 网络平台 依托 促进 单位 电子 信息化 办公 进一步 发展,0
电子 文件柜 综合 管理系统 设计 实现,课题 主要 阐述 内容 文件管理 核心 组建 一套 完整 信息管理系统 用以 保证 信息交换 渠道 畅通 使 信息管理 数据 发布 共享 工作 走入 标准化 规范化 轨道,1
电子 海图 监控系统 设计 实现,胜利油田 中国石化 所属 特大 油气 生产 企业 共有 7 从事 不同 作业 领域 涉海 单位 地域 覆盖 东营 烟台 两个 市 近年来 海上 油气 建设 开发 力度 不断 加大 安全 生产 形势 日益 严峻 作业 海域 实行 有效 管理 保证 海上 安全 环保 生产 成为 胜利油田 面临 巨大 课题,0
电子 海图 监控系统 设计 实现,本文 船舶动态 监控系统 进行 详细分析 研究 结合 实际 需求 采集 AIS GPS 设备 数据 利用 asp net4 .0 技术 oracle数据库 构建 一套 代替 目前 人工 管理 船舶动态 监控 平台 系统 使 企业 生产 运行 管理 一个 更 高 平台 此基础 上 使 企业 生产管理 逐步 实现 信息化 精细化 目标,1
电子 辅助 评标 系统 开发 应用,本人 深入 调研 国内外 行业 招标 采购 发展 趋势 基础 上 当前 电子 招标投标 存在 问题 进行 总结 结合 当前 企业 电子 招标投标 实际 需求 实现 采购 电子化 文件 标准化 评标 在线 化 数据 汇总 准确 化 监管 网络化 进行 研究 针对 防止 采购 过程 出现 弄虚作假 暗箱操作 围标 串标 限制 排斥 潜在投标人 问题 电子 辅助 评标 系统 进行 开发,0
电子 辅助 评标 系统 开发 应用,最终 实现 全方位 无纸化 创新型 采购 交易方式 系统 方便 评标 委员会 评分 减少 工作人员 日常 繁琐 编辑 核对 统计 制作 相关 评标 报告 工作 提高工作效率 确保 招标投标 过程 规范 严格 遵循 招标投标 流程,0
电子 辅助 评标 系统 开发 应用,系统 主要 选用 集成 开发模式 综合 Web Service 技术 Web Ajax XMPP 传输协议 Socket 机制 多种 技术 工具,0
电子 辅助 评标 系统 开发 应用,主要 围绕 系统可靠性 原则 标准化 原则 安全性 原则 可扩展性 原则 易 操作性 原则 进行 设计,0
电子 辅助 评标 系统 开发 应用,使用 C S ( 客户 服务器 ） 架构 B S ( 浏览器 服务器 ） 架构 C S B S 混合 架构 实现 系统 开发,0
电子 辅助 评标 系统 开发 应用,系统 设计方案 合理 技术路线 成熟 用户界面 友好 能够 适应 行业 采购 需要,0
电子 辅助 评标 系统 开发 应用,论文 绍 实现 电子 辅助 评标 系统 需要 技术 招标投标 流程 梳理 系统 组成部分 进行 分析 划分 招标 模块 投标 模块 评委 抽取 模块 开标 模块 电子 评标 模块 评标 监控模块 共计 六个 系统 功能模块 每个 模块 逐个 进行 窗体 设计 最后 需求分析 代码编写 系统调试 逐一 实现 系统功能,1
电气 自动化 技术 农业 生产 若干 应用 探讨,现代化 农业 生产 电气 自动化 技术 农业 生产 环节 有机 结合 促进 农业 生产 水平 进一步 提升 重要途径,0
电气 自动化 技术 农业 生产 若干 应用 探讨,电气 自动化 技术 农业 灌溉 温室大棚 无土栽培 农业机械 应用 例 探讨 电气 自动化 技术 农业 生产 若干 应用 针对 当前 应用 存在 若干 问题 提出 相关 建议 促进 农业产业 发展,0
电气试验 数据 现场 记录 分析 系统 设计 实现,电气试验 人员 保证 电力设备 安全 医生 试验人员 采用 多样化 试验设备 检查 电力设备 绝缘性能 技术指标 确保 电网 安全 运行,0
电气试验 数据 现场 记录 分析 系统 设计 实现,电气试验 数据 现场 记录 分析 电气试验 重要环节 试验数据 记录 分析 可靠性 实时性 （ 横 ） 对比性 变电设备 状态 评价 基石,0
电气试验 数据 现场 记录 分析 系统 设计 实现,目前 现场试验 数据 记录 分析 存在 诸多 问题 试验数据 记录本 保存 困难 试验数据 记录 不规范 数据分析 繁琐 数据 查阅 不 方便 无法 满足 工作 需要 设计 制作 电气试验 数据 现场 记录 分析 系统 解决 以上 问题,0
电气试验 数据 现场 记录 分析 系统 设计 实现,论文 介绍 电气数据 记录 分析 研究 背景 国内外 研究 现状 详细分析 用户需求 设计 实现 电气试验 数据 现场 记录 分析 系统 重点 介绍 系统 总体 B S 架构设计 系统 采用 Java语言 编程 MySQL 存储数据 实现 过程,0
电气试验 数据 现场 记录 分析 系统 设计 实现,电气试验 数据 现场 记录 分析 系统 功能 构建 系统 整体 框架 设计 软件系统 模块 功能需求,0
电气试验 数据 现场 记录 分析 系统 设计 实现,软件系统 功能模块 数据库 进行 详细 设计,0
电气试验 数据 现场 记录 分析 系统 设计 实现,最后 详细 介绍 功能模块 实现 过程 效果 全面 软件测试 完成 相应 测试 工作 形成 完整 应用软件,0
电气试验 数据 现场 记录 分析 系统 设计 实现,系统 改变 国网 攀枝花 供电 公司 电气试验 数据 记录 分析 传统 人工 工作 方式 有效 提升 现场 工作效率 试验 数据分析 的的 准确性 实际 应用 已 发现 多起 不 合格试验 数据,0
电气试验 数据 现场 记录 分析 系统 设计 实现,系统 编制 标准化 电气试验 项目 模板 国家电网 有限公司 内部 具有 很强 规范性 通用性 使 系统 具有 较高 推广 价值,0
电气试验 数据 现场 记录 分析 系统 设计 实现,本文 设计 开发 电气试验 数据 现场 记录 分析 系统软件 电气试验 现场试验 数据 实时 记录 分析 存储 进行 多用户 试验数据 共同 记录 访问 最终 试验数据 Word 文件 形式 导出 完成 试验数据 完整 记录 分析 判断 变电设备 运行工况 电网 安全 运行 提供 设备基础,1
电科 华云 基础设施 云管理平台 设计 实现,国内外 云计算技术 逐渐 成熟 落地 越来越 传统 企业 希望 云计算 模式 改变 现有 IT 资源管理 方式,0
电科 华云 基础设施 云管理平台 设计 实现,电科 华云 基础设施 云管理平台 最 普遍 基本 需求 电科 华云 基础设施 云管理平台 基于 多租户 模式 资源 进行 相互 隔离 降低 资源 成本 提升 资源 利用率,0
电科 华云 基础设施 云管理平台 设计 实现,基于 操作系统 镜像 快照 企业 快速 资源 进行 复制 避免 大量 重复性 人工操作,0
电科 华云 基础设施 云管理平台 设计 实现,本文 致力于 电科 华云 基础设施 云管理平台 设计 实现,0
电科 华云 基础设施 云管理平台 设计 实现,电科 华云 基础设施 云管理平台 需求 系统 实现 包括 计算 资源管理 存储 资源管理 网络 资源管理 租户 资源 隔离 功能,0
电科 华云 基础设施 云管理平台 设计 实现,综合 归纳 设计 系统 时 主要 解决问题 思路 如下 1 基于 门户 系统 实时性 考虑 使用 事件驱动 理论 技术 分别 研究 事件分发 层 数据 层 视图 层 事件触发 层 进行 建模 基于 业务 领域 构建 不同 UI组件 每个 UI组件 基于 事件驱动 方式 完成 数据同步 视图 更新,0
电科 华云 基础设施 云管理平台 设计 实现,基于 WebSocket 协议 完成 后台 资源 状态 实时同步 变化 通知 面向 租户 资源管理 ； 2 基于 抽象 层 设计模式 研究 不同 虚拟化技术 API 使用 方式 抽象 资源 统一 抽象 层 使用 适配器模式 实现 抽象 层向 特定 虚拟化 平台 请求 信息 转换 实现 异构 虚拟化 平台 统一 访问 接口 简化 上层 基础设施 门户 异构 基础设施 管理 复杂度 ； 3 分析 归纳 系统 需要 用于 支撑 电科 华云 基础设施 云管理平台 关键 监控 内容 所需 数据 包括 基础设施 服务 性能 多个 方面 监控 需求 研究 使用 当前 主流 监控 管理 平台 相应 扩展 机制 实现 基础设施 统一 监控 包括 系统 性能监控 服务 监控 日志监控 平台 用户 提供 全面 运 维和 运营 支撑 数据,0
电科 华云 基础设施 云管理平台 设计 实现,上述 工作 基础 上 最终 完成 一套 面向 异构 基础设施 企业 云 综合 管理 平台 系统 一系列 测试 证明 实现 功能 能够 满足 企业 要求 系统 可用性 得到 验证,0
电科 华云 基础设施 云管理平台 设计 实现,主要 解决 关键问题 实现 异构 虚拟化 资源 统一 管理 ； 基础设施 统一 管理 门户 资源 资源 状态 实时同步 机制 ； 实现 基础设施 平台 服务 运维监控,1
电网 人力资源管理 系统设计 实现,企业 快速 发展 员工 人数 飞快 增长 人力资源 中心 管理人员 每个 月 考勤 保险 缴纳 薪资 发放 工作量 快速 上升 历史 文件管理 追溯 都 日益 困难,0
电网 人力资源管理 系统设计 实现,目前 正是 缺乏 一个 高效 软件 支持 相关 工作 浪费 很多 人力物力 人力资源 中心 工作量 负担 日益 加重 ； 公司 快速 发展 人力资源 管理工作 配合 公司 发展战略 需要有 完善 数据 支持 指导,0
电网 人力资源管理 系统设计 实现,论文 分析 研究 背景 依据 国内外 研究 现状 明确 论文 研究 内容 论文 对比 分析 C S B S 两种 体系结构 分析 J2EE 技术 MySQL5 .0 数据库 之后 需求分析 系统 整体 结构设计 系统 功能模块 设计 数据库设计 四个 方面 进行 电网 企业 人力资源管理 系统 分析 设计 明确 系统 电网 企业职工 员工 管理 授权 管理 组织架构 考勤 管理 保险 管理 薪资 管理 系统管理 功能 形成 系统 数据表 之后 分别 分析 系统 模块 操作流程 操作界面 最后 九个 方面 对系统 进行 功能测试 系统测试 系统性能 进行 检验 结果表明 系统 连接 速度 负荷 压力 安全性 方面 均 实现 较好 表现 符合 设计目标,0
电网 人力资源管理 系统设计 实现,系统设计 合理 界面 友好 前台 应用程序 后台 数据库 有效 合作 运用 准确 高效 管理 企业 人事 基本信息,0
电网 人力资源管理 系统设计 实现,系统 选择 MyEclipse7 .0 平台 上 使用 JAVA语言 前台 开发工具 MySQL 后台 数据库 平台 系统 所需 数据 用户 操作 数据 前台 连接起来 整个 开发过程 依据 CMMI3 流程 进行 开发 其间 可以根据 情况 进行 剪裁 规范 软件 开发流程 减少 风险 不符合 情况,0
电网 公司 车辆 管理系统 设计 实现,网络技术 不断 发展 数字化 信息化 网络化 越来越 成为 21 世纪 主要特征 目前 江苏省 电力公司 下设 13 地级市 ； 54 市辖区 27 县级市 25 县 电力 子公司 目前 总共 5000 多辆 车辆 调度 使用 高效 解决 江苏省 电网 公司 内部 车辆 使用 过程 流程 管控 公车私用 费用 统计 难题 解决 传统 车辆 管理系统 比较 容易 忽视 反映 不 直观 责任 不明确 问题 达到 车辆 资源 统一 配置 各项 费用 统一 管理 目的 江苏省 电力公司 目前 迫切需要 解决 问题,0
电网 公司 车辆 管理系统 设计 实现,系统 设计 开发 采用 JAVA 技术 强大 功能 ORACLE数据库 GIS 实现 监控中心 车载 终端 数据 双向传输 实现 车辆 监控 调度 管理 轨迹 回放 报警 管理 功能,0
电网 公司 车辆 管理系统 设计 实现,结合 项目 主要 工作 本文 内容 分为 三大 模块 第一 结合 实际 情况 阅读 文献 基础 上 确定 系统开发 大致 框架,0
电网 公司 车辆 管理系统 设计 实现,选定 采用 J2EE 主要 平台 数据库 Oracle 基本 架构 B S 模式 嵌入 GIS 技术 牌照 识别 技术 ； 第二 整个系统 进行 详细 需求分析 详细设计,0
电网 公司 车辆 管理系统 设计 实现,针对 电网 车辆管理 流程 综合 信息管理 对象 管理 任务管理 方面 进行 详细 论证 ； 第三 详细 设计阶段 分别 设计 系统 主 模块 安全 模块 数据库 模块 给出 实现 流程 数据库 实体 关系模型,0
电网 公司 车辆 管理系统 设计 实现,最后 实现 一个 功能 符合 预期 GIS 车辆 管理系统 完成 车辆管理 驾驶员 管理 车辆 监控 系统维护 功能模块 对系统 安全性 功能性 方面 进行 测试 分析,0
电网 公司 车辆 管理系统 设计 实现,目前 开发 电网 车辆管理 管理系统 已经 进行 实际 运用 优化 公司 车辆管理 改进 车辆管理 流程 提升 车辆运行 工作 效率 达到 使用者 预期 获得 较好 效益,0
电网 公司 车辆 管理系统 设计 实现,本文 国家电网 办公 车辆管理 需求 详细分析 结合 车辆 申请 审批 费用 管理 车辆 跟踪 调度 具体 要求 着力 实现 一套 智能化 人性化 车辆 管理系统,1
电网 投资能力 测算 分析 系统设计 实现,网络技术 发展 应用 网络技术 解决 一些 生活 生产 遇到 问题 变得 方便 可靠 本文 研究 目的 现代 软件技术 解决 电力企业 电网 投资能力 测算 评估 正确 测算 电网 投资能力 有助于 电力企业 资金 有限 情况 下 合理安排 投资 最大限度 企业 盈利,0
电网 投资能力 测算 分析 系统设计 实现,测算 分析 系统 企业 流动资金 固定资产 欠债 情况 稳定性 收益 固定资金 支出 数据 分析 得出 企业 投资能力 评估,0
电网 投资能力 测算 分析 系统设计 实现,实现 技术 各方面 优 缺点 对比 分析 系统设计 前台 用户 操作 后台 系统管理员 操作 功能,0
电网 投资能力 测算 分析 系统设计 实现,前台 用户 操作 功能 主要 包含 用户 登录界面 投资能力 测算 功能 敏感性分析 功能 用户信息 修改 功能,0
电网 投资能力 测算 分析 系统设计 实现,后台 系统管理员 操作 功能 主要 包含 用户管理 功能 企业 数据管理 功能 项目 数据管理 功能,0
电网 投资能力 测算 分析 系统设计 实现,Dao 层 系统 持久层 mysql数据库 交互 完成 系统 功能,0
电网 投资能力 测算 分析 系统设计 实现,系统使用 JavaScript 进行 页面 输入数据 初步 校验,0
电网 投资能力 测算 分析 系统设计 实现,课题 基于 MVC模式 开发 一个 电网 投资能力 测算 分析 系统 采用 mysql 后台 数据库,0
电网 投资能力 测算 分析 系统设计 实现,JSP 网站 动态网页 Servlet 系统 控制器 处理 页面 发来 请求 ； Service 层 系统 业务层 负责 系统 业务 处理 数据 处理 转换 校验,0
电网 投资能力 测算 分析 系统设计 实现,系统 实现 统筹 运用 财务 资源 投资决策 提供 支撑 发挥 财务 效益 引领 作用 切实加强 电网 投资 效益 预测 预判 合理 决策 投资规模 努力 有限 财务 资源 转化 公司 健康 持续 发展 内在 动力,0
电网 投资能力 测算 分析 系统设计 实现,课题 基于 MVC模式 开发 一个 电网 投资能力 测算 分析 系统 采用 mysql 后台 数据库,1
电网 知识 考试 练习 系统 设计 实现,知识 爆炸 时代 到来 企业 知识 一种 私有 资源 越来越 受到重视,0
电网 知识 考试 练习 系统 设计 实现,特别是在 大型企业 知识 内容丰富 类别 多样 企业 庞大 导致 员工 需 培训 知识 技能 差异,0
电网 知识 考试 练习 系统 设计 实现,企业 安排 专门 培训 老师 员工 进行 培训 会 耗费 较高 时间 成本 人力 成本,0
电网 知识 考试 练习 系统 设计 实现,员工 进行 学习 知识获取 会带来 两 方面 问题 难以 保证 员工 自主学习 积极性 导致 培训 效果 较差 ； 二 知识 大体 问题 员工 无法 找到 高效 学习 切入点 关键点,0
电网 知识 考试 练习 系统 设计 实现,知识 庞杂 性 员工 需 内容 多样性 针对性 知识 有效 配置 消费 成为 企业 一大 难题,0
电网 知识 考试 练习 系统 设计 实现,现今 网络技术 飞速发展 普遍 应用 复杂 业务逻辑 系统 方式 呈现 用户 只 需 系统 给定 步骤 操作 很好 完成 事务,0
电网 知识 考试 练习 系统 设计 实现,基于 上述 背景 本文 国网 德阳 供电 公司 实际 需求 着手 分析 现有 培训 系统 不足 再 结合 国网 德阳 供电 公司业务 特殊性 需求分析 对系统 功能性 需求 非 功能性 需求 进行 深入研究,0
电网 知识 考试 练习 系统 设计 实现,本文 开发 系统 基于 C S 模式 使用 .NET软件开发 技术框架 C# 编程语言 access 后台 数据库管理,0
电网 知识 考试 练习 系统 设计 实现,本文 主要 完成 工作 介绍 课题 背景 结合 国内外 相关 考试 练习 系统研究 现状 阐述 系统研究 必要性,0
电网 知识 考试 练习 系统 设计 实现,会同 国网 德阳 供电 公司 电网 知识竞赛 调考 主管部门 组织 相关人员 进行 访谈 记录 此基础 上 对系统 功能 目标 进行 需求分析,0
电网 知识 考试 练习 系统 设计 实现,设计 电网 知识 考试 练习 系统 整体 架构 完成 练习 提升 考试 检验 抢答 训练 信息管理 功能模块 详细设计,0
电网 知识 考试 练习 系统 设计 实现,最后 编程实现 系统 完成 系统测试,0
电网 知识 考试 练习 系统 设计 实现,目前 系统 已经 初步 投入使用 系统 运行 稳定 基本 满足用户 需求,0
电网 知识 考试 练习 系统 设计 实现,本文 开发 电网 知识 考试 练习 系统 能够 很 好 简化 国网 德阳 供电 公司 培训 流程 解决 员工 无法 针对性 练习 问题 能够 实现 快速 发布 考试 实时 阅卷 考试 即时查询 功能,1
电能量 远方 智能终端 软件系统 设计 实现,中国 近几年 经济 科技发展 十分 快速 相应 通信 水平 电子 水平 软件研发 水平 发展 更是 一日千里 电能量 产品 推陈出新 起到 不可 忽略 作用,0
电能量 远方 智能终端 软件系统 设计 实现,真正 意义 上 电能量 远方 终端 最早 出现 2005 年,0
电能量 远方 智能终端 软件系统 设计 实现,一年 中国电力 科学 研究院 推出 变电站 电能量 远方 终端 概念,0
电能量 远方 智能终端 软件系统 设计 实现,电能量 远方 终端 用电 信息采集 主站 系统 电能表 通信 信道 构成 完整 用电 信息采集 系统 运用 各级 调度 结算 中心 电量 信息 采集,0
电能量 远方 智能终端 软件系统 设计 实现,涉及 理论 内容 主要包括 ARM9 裁剪 内核 版本 2.6 linux操作系统 模块 串行口 定制模块 网络 串行口 通讯 层 模块 软件系统 应用 模块,0
电能量 远方 智能终端 软件系统 设计 实现,新一代 电能量 远方 终端 以太 网络通讯 口 变为 四个 完全 适应 地区 调度 数据网 双平面 通信 要求,0
电能量 远方 智能终端 软件系统 设计 实现,现在 大多 厂家 基于 ARM PC104 硬件平台 进行 开发,0
电能量 远方 智能终端 软件系统 设计 实现,依据 产品 稳定性 开发 难易 最优 原则 选择 32位 arm9 内核 处理器 开发 硬件平台,0
电能量 远方 智能终端 软件系统 设计 实现,基于 arm9 硬件开发 平台 发展 相当 成熟 资源 利用率 性价比 高,0
电能量 远方 智能终端 软件系统 设计 实现,操作系统 采用 嵌入式操作系统 Linux,0
电能量 远方 智能终端 软件系统 设计 实现,开发语言 采用 标准 c语言 开发 编译工具 采用 gcc,0
电能量 远方 智能终端 软件系统 设计 实现,电力 市场 前瞻性 强 商业 前景 广阔,0
电能量 远方 智能终端 软件系统 设计 实现,论文 主要 任务 硬件平台 上 开发 嵌入式软件 系统,0
电能量 远方 智能终端 软件系统 设计 实现,论文 主要 研究 研发 一套 基于 电力 用户 用电 信息采集 系统 系列 标准 （ 2013 版 ） 符合 电力 调度 数据网 双平面 电能量 远方 终端 嵌入式软件 系统 电能量 远方 终端 软件系统 上 通信 以太 网络通讯 方式 用电 信息采集 系统 主站 系统 通讯 下 通信 抄读 电表 电能量 数据 存储 电能量 远方 终端 软件系统 数据库,1
电能量 远方 智能终端 软件系统 设计 实现,论文 电能量 远方 智能终端 软件系统 设计 实现 符合 电能量 远方 终端 发展 历史 趋势 发展 客观规律 提升 电力系统 电力 用户 用电 信息采集 系统 具有 巨大 推进 作用 整个 采集 系统 更 趋于 稳定性,1
电视台 运维 系统 设计 实现,运维自动化 现代化 运 维和 计算机网络 功能 结合 一起 一种 新型 运维 方式,0
电视台 运维 系统 设计 实现,使用 先进 技术 运 维 人员 系统 运行 维护 活动 逐步 设备 信息系统 协同 完成 达到 充分 获取 利用 系统信息 提供 工作效率 生产率 目的,0
电视台 运维 系统 设计 实现,最后 电视台 运维 系统 进行 系列 分析 评估 提出 后续 电视台 运维 系统 工作 方向,0
电视台 运维 系统 设计 实现,系统 包括 用户登陆 生产 设备信息 查看 异常 告警信息 捕获 统计 信息 查看 远程 进程 干预 远程 文件 查看 远程设备 锁定 系统日志 功能,0
电视台 运维 系统 设计 实现,满足 电视台 维护 工作 基本 要求 极大 降低 电视台 生产 系统 维护 成本,0
电视台 运维 系统 设计 实现,本文 介绍 课题 选题 背景 对比 现阶段 国内 大 电视台 运维 工作 现状 当前 维护 工作 执行 情况 进行 分析 系统 进行 可行性分析 电视台 运维 系统 涉及 相关 技术 进行 介绍 确定 技术路线 选定 技术框架 核心技术 进行 详细 研究 包括 ASP NET MySQL Silverlight ORM Web socket,0
电视台 运维 系统 设计 实现,结合 中期 需求调研 阶段 收集 用户需求 进行 需求 整理 形成 系统软件 需求 落地 成 功能模块 对系统 进行 概要设计 详细设计 给出 相关 功能实现 测试 情况,0
电视台 运维 系统 设计 实现,基于 电视台 维护 工作 业务流程 设计 电视台 运维 系统 较为 深刻 解读 当下 电视台 维护 作业 遇到 难题 能够 针对 现今 维护 工作 困难 进行 有效 解决 提高 电视台 运维 工作 效率,0
电视台 运维 系统 设计 实现,本次 开发 电视台 运维 系统 基于 广电 行业 本身 技术 业务发展 需求 应用 计算机技术 实现 电视台 生产 系统 运维自动化 管理 信息化,1
百色学院 毕业设计 管理系统 设计 实现,目前 大部分 高校 都 采用 手工 方式 进行 毕业设计 管理 导致 教师 工作量 增多 管理 变得复杂 数据 维护 困难,0
百色学院 毕业设计 管理系统 设计 实现,学生 不能 及时 获知 最新信息 导致 题目 选 人数 不 均匀 撞车 现象 不能 兴趣 选择 题目 指导 教师 使 学生 选题 上 花费 大量 时间,0
百色学院 毕业设计 管理系统 设计 实现,几年 高校 不断 扩招 每年 应届 毕业生 人数 不断增加 使 毕业设计 管理 工作量 进一步 加大,0
百色学院 毕业设计 管理系统 设计 实现,很多 学生 最后 学期 中要 进行 专业 实习 就业 指导老师 学生 交流 受到 很大 影响,0
百色学院 毕业设计 管理系统 设计 实现,原始 手工 方式 管理 已 不 适应 信息 日益 变化 步伐 已 潮流 脱轨,0
百色学院 毕业设计 管理系统 设计 实现,解决 以上 人工 管理 毕业设计 烦恼 借助 计算机 新技术 搭建 一个 科学 高效 毕业设计 管理系统,0
百色学院 毕业设计 管理系统 设计 实现,完成 高校 毕业 题目 管理 毕业 选题 管理 系统设置 管理 学生 选题 教师 选 学生 权限管理 功能 进行 设计 实现 测试,0
百色学院 毕业设计 管理系统 设计 实现,基于 B S 结构 毕业设计 管理系统 能够 保证 用户 全天候 随时 访问 系统 获取信息,0
百色学院 毕业设计 管理系统 设计 实现,能够 学校 节省 办学 成本 学校 毕业设计 管理 工作效率 更 高 还 提高 信息 安全性 防止 数据丢失 避免 人工 操作失误 引发 一系列 问题 实现 教师 学生 双向选择 提高 选题 质量 效率 学校 系部 指导老师 学生 充分利用 互联网 完成 毕业设计 工作 提供 便利 平台 实现 毕业设计 工作 系统化 规范化,0
百色学院 毕业设计 管理系统 设计 实现,系统使用 MyEclipse 集成 开发工具 运用 Struts2 Spring EJB3 .0 框架 使用 JBOSS 服务器 MySQL数据库 进行 开发 运用 软件工程 开发 标准 使用 UML 设计 工具 采用 瀑布模型 进行 毕业设计 选题 系统分析 研究 系统 经济 技术 人员 法律 可行性 研究 系统 需求分析 概要设计 详细设计 数据库设计 测试 工作,1
益阳 北港 长河 100 MW 渔光 互补 型 光伏 电站 电气 优化设计,益阳 北港 长河 100 MW 光伏 电站 湖南省 首个 渔光 互补 漂浮 式 光伏 电站 本文 重点 分析 光伏 电站 电气系统 设计 方面 采用 优化 方案 效益 希望 本文 研究 后续 漂浮 式 光伏 电站 建设 提供 参考,0
磁性 生物 炭 材料 含油废水 处理 应用研究,结果表明 制备 磁性 生物 炭 材料 柚子 皮 生物 炭 Fe3O4 复合物 这种 复合物 Fe3O4 得到 均匀分布,1
磁性 生物 炭 材料 含油废水 处理 应用研究,天然 废弃物 柚子 皮 原料 采用 共沉淀 法 制备 出 磁性 生物 炭 材料 考察 处理 模拟 含油废水 性能 利用 SEM FT IR XRD 结构 进行 表征,0
磁性 生物 炭 材料 含油废水 处理 应用研究,磁性材料 三维 网状 多孔结构 具有 较大 比表面积 较好 磁性 易于 分离 再生 较好 除油 性能 重复利用 性能,0
磁性 生物 炭 材料 含油废水 处理 应用研究,室温 反应时间 30 min 含油废水 质量 浓度 260 mg L 磁性 生物 炭 材料 质量 浓度 3 L 时 材料 除油 率 可达 83.9 材料 废水 中油 去除 生物 炭 Fe3O4 协同作用,0
